,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Runtime,Title,Type,Website,Writer,Year,_id,genre,imdbID,imdbId,imdbRating,imdbVotes,movielens_Id,sentiment_polarity,tmdbId,tomatoConsensus,tomatoFresh,tomatoImage,tomatoMeter,tomatoRating,tomatoReviews,tomatoRotten,tomatoURL,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,predictedBO
2606,"Victoria Justice, Jackson Nicoll, Chelsea Handler, Josh Pence",,9402410.0,USA,19 Feb 2013,Josh Schwartz,"[Adventure, Comedy]",English,37.0,"Wren's Halloween plans go awry when she's made to babysit her brother, who disappears into a sea of trick-or-treaters. With her best friend and two nerds at her side, she needs to find her brother before her mom finds out he's missing.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyNjI1OTEzOV5BMl5BanBnXkFtZTcwNTI3NzYxOQ@@._V1._CR33,35.16667175292969,1411,1979.9999542236328_SY132_CR2,0,89,132_AL_.jpg_V1_SX300.jpg",Paramount Pictures,PG-13,26 Oct 2012,True,86.0,Fun Size,movie,http://www.paramount.com/funsize/,Max Werner,2012,58f85d9c0d39b85b38208576,Comedy,tt1663143,1663143,5.4,"11,455",107557,0.25,82679.0,"It occasionally shows surprising flashes of wit, but Fun Size is too safe and formulaic -- not to mention unfunny -- to survive comparisons to the '80s teen movies it eagerly imitates.",18,rotten,25.0,4.0,72,54,http://www.rottentomatoes.com/m/fun_size/,47.0,3.2,25172,9400000.0
2607,"Arnel Pineda, Jonathan Cain, Neal Schon, Deen Castronovo",1 win &amp; 1 nomination.,59645.0,USA,19 Aug 2013,Ramona S. Diaz,"[Documentary, Music]",English,53.0,"A documentary on Arnel Pineda, who was plucked from YouTube to become the new singer for the rock &amp; roll band, Journey.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3MDU4NTU0OV5BMl5BanBnXkFtZTcwNjg2NDYxOQ@@._V1_SX300.jpg,Cinedigm Entertainment/Docurama,R,08 Mar 2013,True,105.0,Don't Stop Believin': Everyman's Journey,movie,http://www.everymansjourney.com/,Ramona S. Diaz,2012,58f85d9c0d39b85b38208577,Documentary,tt1308756,1308756,6.9,969,110198,0.234090909091,102855.0,"An energetic but thin portrait of the venerable rock band Journey, Don't Stop Believin' gets a boost from new singer Arnel Pineda's charming personality.",26,fresh,62.0,5.9,42,16,http://www.rottentomatoes.com/m/dont_stop_believin_everymans_journey/,73.0,3.8,772,100519.0
2608,"Robert Duvall, John Hurt, Billy Bob Thornton, Kevin Bacon",1 nomination.,14276.0,"USA, Russia",09 Dec 2013,Billy Bob Thornton,[Drama],English,48.0,"Alabama; 1969: The death of a clan's estranged wife and mother brings together two very different families. Do the scars of the past hide differences that will tear them apart, or expose truths that could lead to unexpected collisions?",https://images-na.ssl-images-amazon.com/images/M/MV5BNTcxMzMxNTEyMF5BMl5BanBnXkFtZTcwODIxNjg5OQ@@._V1_SX300.jpg,Anchor Bay Films,R,20 Aug 2013,True,122.0,Jayne Mansfield's Car,movie,https://www.facebook.com/JayneMansfieldsCar,"Billy Bob Thornton, Tom Epperson",2012,58f85d9c0d39b85b38208578,Drama,tt1781840,1781840,6.3,"2,235",111995,0.633333333333,94671.0,"Jayne Mansfield's Car assembles an impressive number of talented actors, but the screenplay -- co-written by director and star Billy Bob Thornton -- never gives them much of anything to do.",12,rotten,34.0,5.4,35,23,http://www.rottentomatoes.com/m/jayne_mansfields_car/,40.0,3.0,1573,100000.0
2609,"Tashiana Washington, Ty Hickson, Meeko, Sam Soghor",4 wins &amp; 10 nominations.,97768.0,USA,17 Sep 2013,Adam Leon,"[Comedy, Crime, Drama]",English,81.0,"When their latest work is buffed by a rival crew, two determined graffiti writers embark on an elaborate plan to bomb the ultimate location: the New York Mets' Home Run Apple.",https://images-na.ssl-images-amazon.com/images/M/MV5BNTMyNTY1NTQ2OF5BMl5BanBnXkFtZTcwOTU3ODQxOQ@@._V1_SX300.jpg,IFC Films,NOT RATED,02 Jan 2013,True,81.0,Gimme the Loot,movie,http://gimmethelootmovie.com/,Adam Leon,2012,58f85d9c0d39b85b3820857a,Drama,tt2139919,2139919,6.6,"1,824",129935,0.266666666667,97607.0,"Thanks to energetic performances from its young leads, Gimme The Loot captures a slice of city life with warmth and exuberance.",59,certified,92.0,7.4,64,5,http://www.rottentomatoes.com/m/gimme_the_loot_2012/,66.0,3.4,1522,93732.0
2610,"Ralph Steadman, Johnny Depp, Hunter S. Thompson, Terry Gilliam",2 nominations.,67105.0,"UK, USA",02 Sep 2014,Charlie Paul,"[Documentary, Biography, History]",English,56.0,"Johnny Depp pays a visit to Ralph Steadman, the renown artist and the last of the original Gonzo visionaries who worked alongside Hunter S. Thompson.",http://ia.media-imdb.com/images/M/MV5BMTg4MTg0NTA5M15BMl5BanBnXkFtZTgwMjk2Njg1MTE@._V1_SX300.jpg,Sony Pictures Classics,R,08 Mar 2014,True,89.0,For No Good Reason,movie,http://sonyclassics.com/fornogoodreason/,,2012,58f85d9c0d39b85b38208579,Documentary,tt2112152,2112152,7.0,"1,113",112275,-0.175,140456.0,For No Good Reason is a solid but surface-level look at gonzo artist Ralph Steadman's artistry and eccentricities.,37,fresh,63.0,6.2,59,22,http://www.rottentomatoes.com/m/no_good_reason/,59.0,3.4,2558,131395.0
2611,"Alexandra Daddario, Dan Yeager, Trey Songz, Scott Eastwood",2 wins &amp; 7 nominations.,34334256.0,USA,14 May 2013,John Luessenhop,"[Horror, Thriller]",English,,A young woman travels to Texas to collect an inheritance; little does she know that an encounter with a chainsaw-wielding killer is part of the reward.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMzAyNTE2N15BMl5BanBnXkFtZTcwNzM1NDg2OA@@._V1_SX300.jpg,Lionsgate Films,R,04 Jan 2013,True,92.0,Texas Chainsaw 3D,movie,http://www.texaschainsaw3d.com/,"Adam Marcus (screenplay), Debra Sullivan (screenplay), Kirsten McCallion (screenplay), Stephen Susco (story), Adam Marcus (story), Debra Sullivan (story), Kim Henkel (characters), Tobe Hooper (characters)",2013,58f85d9c0d39b85b3820857b,Horror|Mystery|Thriller,tt1572315,1572315,4.8,"35,727",99721,-0.322222222222,76617.0,"As an ugly and cynical attempt to rebrand Leatherface as horror anti-hero, Texas Chainsaw 3D is a bold move for the franchise.",14,rotten,19.0,3.4,75,61,http://www.rottentomatoes.com/m/texas_chainsaw/,41.0,2.9,116876,64959486.0
2612,"Nicholas Hoult, Teresa Palmer, Analeigh Tipton, Rob Corddry",1 win &amp; 9 nominations.,65000000.0,"USA, Canada",04 Jun 2013,Jonathan Levine,"[Comedy, Horror, Romance]",English,59.0,"After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MjY2MjMzOV5BMl5BanBnXkFtZTcwMDUxNzIwOQ@@._V1._CR43,43.16667175292969,1298,1960.9999542236328_SX89_AL_.jpg_V1_SX300.jpg",Lionsgate Films,PG-13,01 Feb 2013,True,98.0,Warm Bodies,movie,http://warmbodiesmovie.com/,"Jonathan Levine (screenplay), Isaac Marion (novel)",2013,58f85d9c0d39b85b3820857c,Comedy|Horror|Romance,tt1588173,1588173,6.9,"188,285",99007,0.223611111111,82654.0,"Warm Bodies offers a sweet, well-acted spin on a genre that all too often lives down to its brain-dead protagonists.",151,certified,80.0,6.8,188,37,http://www.rottentomatoes.com/m/warm_bodies/,73.0,3.8,130776,34252217.0
2613,"Sean Penn, Holt McCallany, Wade Williams, James Landry Hébert",4 nominations.,45996718.0,USA,23 Apr 2013,Ruben Fleischer,"[Action, Crime, Drama]",English,40.0,"It's 1949 Los Angeles, the city is run by gangsters and a malicious mobster, Mickey Cohen. Determined to end the corruption, John O'Mara assembles a team of cops, ready to take down the ruthless leader and restore peace to the city.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMjAyMTUzMl5BMl5BanBnXkFtZTcwODgxNzk1OA@@._V1_SX300.jpg,Warner Bros.,R,11 Jan 2013,True,113.0,Gangster Squad,movie,http://gangstersquad.warnerbros.com/,"Will Beall, Paul Lieberman (book)",2013,58f85d9c0d39b85b3820857d,Action|Crime|Drama,tt1321870,1321870,6.7,"175,880",99728,0.0875,82682.0,"Though it's stylish and features a talented cast, Gangster Squad suffers from lackluster writing, underdeveloped characters, and an excessive amount of violence.",62,rotten,31.0,5.0,197,135,http://www.rottentomatoes.com/m/gangster_squad_2012/,57.0,3.4,127898,45860039.0
2614,"Arron Shiver, Arnold Schwarzenegger, Titos Menchaca, Richard Dillard",1 win &amp; 2 nominations.,12000000.0,USA,21 May 2013,Jee-woon Kim,"[Action, Crime, Thriller]",English,54.0,"The leader of a drug cartel busts out of a courthouse and speeds to the Mexican border, where the only thing in his path is a sheriff and his inexperienced staff.",https://images-na.ssl-images-amazon.com/images/M/MV5BODc4NjI0OTYwNl5BMl5BanBnXkFtZTcwOTYwODQ3OA@@._V1_SX300.jpg,Lionsgate Films,R,18 Jan 2013,True,107.0,The Last Stand,movie,http://thelaststandfilm.com/,Andrew Knauer,2013,58f85d9c0d39b85b3820857e,Action|Crime|Thriller,tt1549920,1549920,6.4,"115,804",99910,0.388888888889,76640.0,"There's nothing particularly distinguished about it, but for Schwarzenegger fans The Last Stand provides perfectly undemanding entertainment.",92,fresh,60.0,5.7,154,62,http://www.rottentomatoes.com/m/last_stand_2013/,53.0,3.4,40143,11966888.0
2615,"Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nélisse",11 wins &amp; 17 nominations.,71588220.0,"Canada, Spain",07 May 2013,Andrés Muschietti,"[Horror, Thriller]",English,57.0,A young couple take in their two nieces only to suspect that a foreboding evil has latched itself to their family.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5MjIwNDAwMl5BMl5BanBnXkFtZTcwNzQyOTY0OA@@._V1_SX300.jpg,Universal Pictures,PG-13,18 Jan 2013,True,100.0,Mama,movie,http://www.mamamovie.com/,"Andrés Muschietti (story), Barbara Muschietti (story), Neil Cross (screenplay), Andrés Muschietti (screenplay), Barbara Muschietti (screenplay)",2013,58f85d9c0d39b85b3820857f,Horror,tt2023587,2023587,6.2,"137,853",99912,0.025,132232.0,"If you're into old-school scares over cheap gore, you'll be able to get over Mama's confusing script and contrived plot devices.",99,fresh,65.0,6.0,152,53,http://www.rottentomatoes.com/m/mama_2013/,55.0,3.4,143137,71444367.0
2616,"Amy Seimetz, Shane Carruth, Andrew Sensenig, Thiago Martins",4 wins &amp; 30 nominations.,415067.0,USA,07 May 2013,Shane Carruth,"[Drama, Sci-Fi]",English,81.0,"A man and woman are drawn together, entangled in the life cycle of an ageless organism. Identity becomes an illusion as they struggle to assemble the loose fragments of wrecked lives.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMzQ4MDAyNF5BMl5BanBnXkFtZTcwNzE0MDk3OA@@._V1_SX300.jpg,Independent Pictures/Metrodome Dist.,NOT RATED,30 Aug 2013,True,96.0,Upstream Color,movie,http://www.upstreamcolor.com,Shane Carruth,2013,58f85d9c0d39b85b38208580,Romance|Sci-Fi|Thriller,tt2084989,2084989,6.8,"23,079",99917,0.333333333333,145197.0,"As technically brilliant as it is narratively abstract, Upstream Color represents experimental American cinema at its finest -- and reaffirms Shane Carruth as a talent to watch.",115,certified,85.0,7.9,136,21,http://www.rottentomatoes.com/m/upstream_color/,70.0,3.6,12243,419072.0
2617,"Mark Wahlberg, Russell Crowe, Catherine Zeta-Jones, Jeffrey Wright",,19600000.0,USA,30 Apr 2013,Allen Hughes,"[Crime, Drama, Thriller]","English, Spanish",49.0,"In a city rife with injustice, ex-cop Billy Taggart seeks redemption and revenge after being double-crossed and then framed by its most powerful figure: Mayor Nicholas Hostetler.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4OTIwODg4Ml5BMl5BanBnXkFtZTcwNjg0MDY1OA@@._V1_SX300.jpg,20th Century Fox,R,18 Jan 2013,True,109.0,Broken City,movie,http://www.brokencitymovie.com/,Brian Tucker,2013,58f85d9c0d39b85b38208581,Crime|Drama|Thriller,tt1235522,1235522,6.2,"64,494",99957,-0.266666666667,98357.0,"Broken City's thinly sketched, formulaic script offers meager rewards for all but the least demanding noir aficionados.",41,rotten,28.0,4.7,146,105,http://www.rottentomatoes.com/m/broken_city/,41.0,3.1,32342,19593740.0
2618,"Dennis Quaid, Greg Kinnear, Common, Charlie Saxton",4 wins &amp; 5 nominations.,8700000.0,USA,18 Jun 2013,"Elizabeth Banks, Steven Brill, Steve Carr, Rusty Cundieff, James Duffy, Griffin Dunne, Peter Farrelly, Patrik Forsberg, Will Graham, James Gunn, Brett Ratner, Jonathan van Tulleken, Bob Odenkirk","[Comedy, Romance]",English,18.0,A series of interconnected short films follows a washed-up producer as he pitches insane story lines featuring some of the biggest stars in Hollywood.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4NzQ3NDM1Nl5BMl5BanBnXkFtZTcwNjEzMjM3OA@@._V1_SX300.jpg,Relativity Media,R,25 Jan 2013,True,94.0,Movie 43,movie,http://www.facebook.com/WhatIsMovie43,"Rocky Russo, Jeremy Sosenko, Ricky Blitt, Rocky Russo (screenplay), Jeremy Sosenko (screenplay), Bill O'Malley (story), Will Graham, Jack Kukoda, Rocky Russo, Jeremy Sosenko, Matt Portenoy, Rocky Russo (screenplay), Jeremy Sosenko (screenplay), Claes Kjellstrom (story), Jonas Wittenmark (story), Tobias Carlson (story), Will Carlough, Jonathan van Tulleken, Elizabeth Shapiro, Patrik Forsberg, Olle Sarri, Jacob Fleisher, Greg Pritikin, Rocky Russo, Jeremy Sosenko, James Gunn",2013,58f85d9c0d39b85b38208582,Comedy,tt1333125,1333125,4.3,"80,647",100083,0.214285714286,87818.0,"A star-studded turkey, Movie 43 is loaded with gleefully offensive and often scatological gags, but it's largely bereft of laughs.",3,rotten,4.0,2.2,78,75,http://www.rottentomatoes.com/m/movie_43/,24.0,2.1,35134,8713873.0
2619,"Jason Statham, Jennifer Lopez, Michael Chiklis, Wendell Pierce",1 nomination.,17609982.0,USA,21 May 2013,Taylor Hackford,"[Action, Crime, Romance]",English,42.0,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4MzM2NTQ1Nl5BMl5BanBnXkFtZTcwODIyODY1OA@@._V1_SX300.jpg,FilmDistrict,R,25 Jan 2013,True,118.0,Parker,movie,http://www.parkermovie.com/,"John J. McLaughlin (screenplay), Donald E. Westlake (novel)",2013,58f85d9c0d39b85b38208583,Crime|Thriller,tt1904996,1904996,6.2,"91,908",100108,-0.216666666667,119283.0,"Jason Statham is game as usual, but Parker is a thoroughly generic and convoluted heist movie.",42,rotten,41.0,4.8,103,61,http://www.rottentomatoes.com/m/parker_2012/,48.0,3.3,35569,17449410.0
2620,"Rooney Mara, Carmen Pelaez, Marin Ireland, Channing Tatum",4 nominations.,32154410.0,USA,21 May 2013,Steven Soderbergh,"[Crime, Drama, Thriller]","English, French",75.0,A young woman's world unravels when a drug prescribed by her psychiatrist has unexpected side effects.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2MzY0NDAwOF5BMl5BanBnXkFtZTcwMTE1Mzc4OA@@._V1_SX300.jpg,Open Road Films,R,08 Feb 2013,True,106.0,Side Effects,movie,http://www.facebook.com/SideEffectsMovie,Scott Z. Burns,2013,58f85d9c0d39b85b38208585,Crime|Drama|Mystery|Thriller,tt2053463,2053463,7.1,"150,382",100383,0.190476190476,109421.0,"A smart, clever thriller with plenty of disquieting twists, Side Effects is yet another assured effort from director Steven Soderbergh.",167,certified,83.0,7.3,201,34,http://www.rottentomatoes.com/m/side_effects_2013/,70.0,3.6,69176,55179308.0
2621,"Jeremy Renner, Gemma Arterton, Famke Janssen, Pihla Viitala",1 win &amp; 4 nominations.,55000000.0,"Germany, USA",11 Jun 2013,Tommy Wirkola,"[Action, Fantasy, Horror]",English,21.0,"Hansel &amp; Gretel are bounty hunters who track and kill witches all over the world. As the fabled Blood Moon approaches, the siblings encounter a new form of evil that might hold a secret to their past.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MDQwODg2NV5BMl5BanBnXkFtZTcwNTc5ODc2OA@@._V1_SX300.jpg,Paramount Pictures/MGM,R,25 Jan 2013,True,88.0,Hansel &amp; Gretel: Witch Hunters,movie,http://www.hanselandgretelmovie.com/,Tommy Wirkola,2013,58f85d9c0d39b85b38208584,Action|Fantasy|Horror|IMAX,tt1428538,1428538,6.1,"162,586",100163,-0.45,60304.0,"Alternately bloody and silly, Hansel and Gretel: Witch Hunters fails as both a fantasy adventure and as a parody of same.",19,rotten,15.0,4.0,130,111,http://www.rottentomatoes.com/m/hansel_and_gretel_witch_hunters/,54.0,3.4,98289,1569618.0
2622,"Brit Marling, Alexander Skarsgård, Ellen Page, Toby Kebbell",1 win &amp; 7 nominations.,1600000.0,"UK, USA",17 Sep 2013,Zal Batmanglij,"[Adventure, Crime, Drama]","English, American Sign Language",68.0,An operative for an elite private intelligence firm finds her priorities changing dramatically after she is tasked with infiltrating an anarchist group known for executing covert attacks upon major corporations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyNjQzMzg5Nl5BMl5BanBnXkFtZTcwMjExNzU1OQ@@._V1_SX300.jpg,Fox Searchlight Pictures,PG-13,28 Jun 2013,True,116.0,The East,movie,http://www.theeastmovie.com/,"Zal Batmanglij, Brit Marling",2013,58f85d9c0d39b85b38208586,Drama,tt1869716,1869716,6.8,"42,364",100244,0.136111111111,87499.0,"Tense, thoughtful, and deftly paced, The East is a political thriller that never loses sight of the human element.",103,certified,74.0,6.7,140,37,http://www.rottentomatoes.com/m/the_east_2013/,65.0,3.5,19805,32051567.5
2623,"Jason Bateman, Melissa McCarthy, Jon Favreau, Amanda Peet",1 win &amp; 8 nominations.,134455175.0,USA,04 Jun 2013,Seth Gordon,"[Comedy, Crime]",English,35.0,Mild mannered businessman Sandy Patterson travels from Denver to Florida to confront the deceptively harmless looking woman who has been living it up after stealing Sandy's identity.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3NzM5MTk2Nl5BMl5BanBnXkFtZTcwMDQ4MjQ3OA@@._V1_SX300.jpg,Universal Pictures,R,08 Feb 2013,True,111.0,Identity Thief,movie,http://www.identitythiefmovie.com/,"Craig Mazin (screenplay), Jerry Eeten (story), Craig Mazin (story)",2013,58f85d9c0d39b85b38208587,Comedy|Crime,tt2024432,2024432,5.7,"99,717",100390,0.1,109431.0,"Identity Thief's few laughs are attributable to Melissa McCarthy and Jason Bateman, who labor mightily to create a framework for the movie's undisciplined plotline.",32,rotten,19.0,4.1,165,133,http://www.rottentomatoes.com/m/identity_thief/,53.0,3.4,192382,135289768.0
2624,"Alden Ehrenreich, Alice Englert, Jeremy Irons, Viola Davis",9 nominations.,19445217.0,USA,21 May 2013,Richard LaGravenese,"[Drama, Fantasy, Romance]",English,52.0,"Ethan longs to escape his small Southern town. He meets a mysterious new girl, Lena. Together, they uncover dark secrets about their respective families, their history and their town.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMjYwODMwMl5BMl5BanBnXkFtZTcwODUwNzY5OA@@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,14 Feb 2013,True,124.0,Beautiful Creatures,movie,http://beautifulcreaturesmovie.com,"Richard LaGravenese (screenplay), Kami Garcia (based on the novel ""Beautiful Creatures"" by), Margaret Stohl (based on the novel ""Beautiful Creatures"" by)",2013,58f85d9c0d39b85b38208588,Drama|Fantasy|Romance,tt1559547,1559547,6.2,"69,012",100487,0.224074074074,109491.0,"Charming romantic leads and esteemed supporting cast aside, Beautiful Creatures is a plodding YA novel adaptation that feels watered down for the Twilight set.",80,rotten,46.0,5.4,174,94,http://www.rottentomatoes.com/m/beautiful_creatures_2013/,54.0,3.4,44075,19548064.0
